market_acceptance,stability_of_demand,trend_of_demand,potential_market,label,product_idea
40.00,20.00,12.00,20,1,spam egg sinigang coffee banana
40.00,20.00,12.00,20,1,coffee pasta sugar
40.39,20.00,11.75,37,1,mozzarella
40.00,20.00,12.00,20,1,cookie pandesal
40.02,-35.56,11.92,15802,0,hash brown
40.39,-60.00,12.00,61,0,clothing line
40.00,20.00,12.00,20,1,hygiene product
40.00,20.00,12.00,20,1,in service training
40.21,-17.29,7.67,1718,0,online learning
40.00,20.00,12.00,20,1,environment resource
40.32,280.00,12.33,95,1,glue
40.27,-30.00,12.00,51,0,sim card
40.07,39.10,488.00,101439,1,photo
40.18,6.21,11.58,308,0,tissue
40.39,70.00,11.83,40,1,onesie
40.00,20.00,12.00,20,1,protection condom
40.60,106.67,12.25,262,1,voucher
40.00,20.00,12.00,20,1,christmas product
40.00,20.00,12.00,20,1,recreation and farm resort
40.00,20.00,12.00,20,1,food reservation
40.61,80.00,10.33,311,1,keychain
40.20,20.00,12.42,23,1,mini car
39.76,15.00,12.00,22,1,glassware
40.00,20.00,12.00,20,1,chile product
40.00,20.00,12.00,20,1,realistic dildo
40.78,-65.71,11.00,64,0,beauty product
40.00,20.00,12.00,20,1,sport mask
40.44,20.00,12.25,25,1,repair shop
40.65,-51.43,11.50,29,0,food product
40.13,14.16,7.83,2341,0,pool
40.46,15.00,12.00,22,1,glowstick
40.00,20.00,12.00,20,1,clothing food
40.00,20.00,12.00,20,1,flight reservation
40.00,20.00,12.00,20,1,mobile datum
40.00,20.00,12.00,20,1,scool supply
40.00,20.00,12.00,20,1,glue band aid
40.61,20.00,12.00,20,1,financial wellness
40.00,15.00,12.00,20,1,glass railing
40.36,95.00,12.25,201,1,seaweed
40.30,-49.23,11.17,73,0,chili garlic
40.31,-71.46,6.33,893,0,tumblr
40.24,-70.59,-8.75,998,0,certificate
40.41,101.16,57.50,150652,1,bra
40.00,20.00,12.00,20,1,raisin walnut cookie
40.00,20.00,12.00,20,1,fry onion onion ring
40.36,20.00,12.00,20,1,onion soup
40.00,20.00,12.00,20,1,outdor picture
40.24,15.00,12.25,31,1,onigiri
39.91,15.00,12.00,21,1,healthcare product
40.00,20.00,12.00,20,1,sponge and chocolate cake
40.00,20.00,12.00,20,1,healthy foor product
40.00,20.00,12.00,20,1,beach hotel
40.45,-80.00,11.42,29,0,music cover
40.00,20.00,12.00,20,1,sponge puto cake
40.00,20.00,12.00,20,1,breakfast café
40.43,-20.38,6.33,679,0,wallpaper
40.00,15.00,12.00,27,1,peach marmalade
40.30,15.00,12.08,26,1,baked cookie
40.45,-36.67,10.25,212,0,cream cheese
40.15,11.07,7.83,474,0,orientation
40.00,20.00,12.00,20,1,android development
40.00,20.00,12.00,20,1,motorcycle goggle
40.00,20.00,12.00,20,1,vanilla sponge cake
40.00,20.00,12.00,20,1,cook nad baking
40.00,20.00,12.00,20,1,maki kimbap siopao siomai
40.00,20.00,12.00,20,1,squid ink pasta with shrimp
40.00,20.00,12.00,20,1,onion steak
40.00,20.00,12.00,20,1,lemon chicken with broccoli pasta
40.31,61.55,-30.25,21673,0,load
40.00,20.00,12.00,20,1,transporation agency
40.40,1.82,11.67,46,0,grabfood
40.00,20.00,12.00,20,1,fashion accessory
39.36,15.00,12.00,25,1,body tattoo
40.42,15.00,12.00,27,1,photo frame
40.00,20.00,12.00,20,1,squid bowl
40.43,-80.00,11.83,55,0,hair style
40.23,-5.32,8.67,643,0,donut
40.00,20.00,12.00,20,1,orange and banana
40.38,1.82,11.92,211,0,food delivery
40.00,20.00,12.00,20,1,merch delivery
40.00,20.00,12.00,20,1,margarita mojito
40.69,-80.00,11.83,32,0,organic food
40.44,-22.86,11.42,25,0,rambutan
40.27,-30.00,11.67,37,0,coffee jelly
40.20,86.67,12.08,50,1,chuckie
40.39,-78.67,-176.75,7825,0,glove
39.64,20.00,12.08,20,1,photo gallery
40.25,94.55,14.00,4343,1,photoshoot
40.27,47.27,12.08,149,1,chicharon
40.00,20.00,12.00,20,1,online food shopping
40.00,20.00,12.00,20,1,chessecake burger
40.00,20.00,12.00,20,1,cheesecake red horse chicharon
40.00,20.00,12.00,20,1,cream cheese chicken wing
40.00,20.00,12.00,20,1,phone application
40.00,20.00,12.00,20,1,clothing accessory
40.00,20.00,12.00,20,1,cake bread
40.32,120.00,11.92,183,1,generator
40.28,-46.67,11.75,72,0,movie series
40.00,20.00,12.00,20,1,orientation seminar
40.00,20.00,12.00,20,1,movie music playlist
40.00,20.00,12.00,20,1,bedsheet pillow case
40.00,20.00,12.00,20,1,music playlist coffee
40.00,20.00,12.00,20,1,software application
40.00,20.00,12.00,20,1,padesal
40.62,20.00,12.08,28,1,creampuff
40.30,96.92,12.33,113,1,matcha
40.00,20.00,12.00,20,1,matcha creamcheese
40.00,20.00,12.00,20,1,disinfetant
40.73,15.00,12.00,155,1,load giveaway
40.00,20.00,12.00,20,1,mobile editing application
40.74,20.00,12.00,22,1,song album
40.26,-68.89,12.17,104,0,cottage
40.27,20.00,12.17,24,1,wedding song
40.32,105.30,46.25,9973,1,shirt
40.00,20.00,12.00,20,1,clothing photography
40.00,20.00,12.00,20,1,nugget pancake
39.73,20.00,12.00,20,1,music playlist
40.29,-80.00,12.08,67,0,radish
39.82,170.00,11.83,27,1,mastercard
40.00,20.00,12.00,20,1,cupcake sushi
40.41,18.59,9.17,827,1,online shop
40.06,15.00,12.00,49,1,pork cutlet
40.32,20.00,12.42,110,1,webcam
40.00,15.00,12.00,22,1,gun powder
40.00,20.00,12.00,20,1,radio tv
40.00,20.00,12.00,20,1,computer component
40.00,20.00,12.00,20,1,online paumnet
40.00,20.00,12.00,20,1,motor cable
40.00,20.00,12.00,20,1,photography phone
40.17,15.00,12.00,22,1,healthcare program
40.00,20.00,12.00,20,1,basketball shoe
40.00,20.00,12.00,20,1,couch chair
40.00,20.00,12.00,20,1,vaccine online class
40.00,20.00,12.00,20,1,drink cigarette
40.28,-80.00,12.08,24,0,chocolate roll
40.28,30.53,11.83,453,1,hardware
40.27,-58.46,-78.58,14403,0,paper
40.00,20.00,12.00,20,1,alcohol drink
40.00,20.00,12.00,20,1,music playlist youtube
40.07,-72.31,11.25,57,0,comic book
40.00,20.00,12.00,20,1,photography camera
40.00,20.00,12.00,20,1,beach park
40.28,15.00,12.00,26,1,milk shake
40.31,720.00,13.58,153,1,zipper
40.00,20.00,12.00,20,1,onle sell
40.25,15.00,12.00,273,1,pillow taker
40.10,20.00,11.92,23,1,online job
40.00,20.00,12.00,20,1,coffee store
40.25,15.00,12.17,45,1,souvenir shop
40.00,20.00,12.00,20,1,onlne shopping
40.00,20.00,12.00,20,1,coffee restaurant
40.00,20.00,12.00,20,1,youtube gameboy
40.20,-80.00,11.92,20,0,video game console
40.44,7.95,10.00,453,0,credit car
40.35,-17.17,7.50,617,0,novel
40.27,79.09,14.25,862,1,ipad
40.53,-51.43,11.67,116,0,fundraise
40.88,15.00,12.00,299,1,birthday song
40.25,-50.31,-1.75,1811,0,television
39.85,120.00,11.83,49,1,toolkit
40.29,45.00,11.08,164,1,taekwondo
40.00,20.00,12.00,20,1,face shield mask
40.30,16.77,11.83,586,1,gown
40.00,20.00,12.00,20,1,vaccine drug
40.60,120.00,12.25,88,1,solar panel
40.15,59.75,16.83,3951,1,tax
40.00,20.00,12.00,20,1,internet servie provider
40.00,20.00,12.00,20,1,mask health service
40.00,20.00,12.00,20,1,spam pancake
40.00,20.00,12.00,20,1,feed program
40.00,20.00,12.00,20,1,office chair monitor
40.00,20.00,12.00,20,1,condominium wearhouse
40.00,20.00,12.00,20,1,office application
40.00,20.00,12.00,20,1,orientation seminar
40.00,20.00,12.00,20,1,music album playlist youtube
40.00,20.00,12.00,20,1,youtube webinar
40.00,20.00,12.00,20,1,chicen wing
40.00,20.00,12.00,20,1,coal fish
40.88,15.00,12.00,36,1,picture album
40.00,20.00,12.00,20,1,online food oredere
40.47,13.10,7.50,866,0,recipe
40.00,20.00,12.00,20,1,gaming chair office table
40.00,20.00,12.00,20,1,chicken sauce
40.31,15.00,12.33,40,1,soya milk
40.14,15.00,12.08,23,1,online sabong
40.33,-14.40,7.08,913,0,garli
40.00,20.00,12.00,20,1,onlince class
40.67,20.00,12.00,22,1,sperm donation
40.00,20.00,12.00,20,1,wild honey
40.00,20.00,12.00,20,1,google application
40.00,20.00,12.00,20,1,finshe boat
40.22,-30.00,12.00,128,0,omelette
40.25,-63.33,11.58,35,0,brochure
40.42,-46.67,11.50,38,0,martial art
40.00,20.00,12.00,20,1,online lottery
39.09,20.00,12.00,21,1,bathroom stall
40.00,20.00,12.00,20,1,mirrage proposal
40.54,-80.00,11.92,21,0,foodcourt
40.26,126.67,14.50,1344,1,jacket
40.00,20.00,12.00,20,1,pork bagnet
40.22,123.28,13.08,1154,1,loan
40.40,15.00,12.00,46,1,lechon kawali
40.00,20.00,12.00,20,1,food shelter
40.20,670.00,12.00,103,1,clubhouse
40.08,20.00,12.08,24,1,nightclub
40.00,20.00,12.00,20,1,wand shop
40.47,60.00,12.17,42,1,marshmallow
40.00,20.00,12.00,20,1,online payment nline shopping
40.25,3.98,1.17,2012,0,tape
40.00,20.00,12.00,20,1,make up grocery store
40.00,20.00,12.00,20,1,vet shop
40.35,28.70,11.92,793,1,cocktail
40.52,-80.00,12.00,22,0,nutmeg
40.00,20.00,12.00,20,1,mufacture company
40.37,-4.21,-0.25,3975,0,flower
40.00,20.00,12.00,20,1,stove steak
40.00,20.00,12.00,20,1,lemon grass chicken wing
40.00,20.00,12.00,20,1,burger online food order
40.00,20.00,12.00,20,1,milky nut
40.30,81.54,12.17,123,1,basin
40.00,20.00,12.00,20,1,child development center
40.00,20.00,12.00,20,1,slide door
40.00,20.00,12.00,20,1,face shiel mask mall
40.00,20.00,12.00,20,1,microphone speaker
40.20,-80.00,11.92,20,0,video game console
40.00,20.00,12.00,20,1,raffle lottery online payment
40.00,20.00,12.00,20,1,garden dessert
40.64,15.00,12.00,20,1,longaniza
40.00,20.00,12.00,20,1,photobook phone
40.44,7.95,10.00,453,0,credit card
40.00,20.00,12.00,20,1,mask online shopping
40.00,20.00,12.00,20,1,cuacamole
40.00,20.00,12.00,20,1,candy store alcohol
40.00,20.00,12.00,20,1,mask fabric
40.00,20.00,12.00,20,1,cake sopa
40.00,20.00,12.00,20,1,roaster chicken sopa
40.00,20.00,12.00,20,1,internet broadband
40.40,140.00,11.58,323,1,magnolia
40.00,20.00,12.00,20,1,restaurant burger
40.00,20.00,12.00,20,1,massage center hotel
40.00,20.00,12.00,20,1,plastic manufacture company
40.00,20.00,12.00,20,1,casino hotel
40.00,15.00,12.17,22,1,sugar mill
40.00,20.00,12.00,20,1,museum parlour
40.18,-77.56,1.83,279,0,train station
40.29,49.46,-36.67,63633,0,date
40.00,20.00,12.00,20,1,spiritual relaxation
39.58,-46.67,11.75,26,0,english tutor
40.00,20.00,12.00,20,1,social medium
40.19,313.10,18.58,822,1,essay
40.33,46.55,22.25,12448,1,sound
40.54,14.59,14.58,3412,0,spiritual
40.08,32.50,11.50,293,1,grammar
40.62,-14.62,12.58,509,0,skin care
40.25,-30.28,-5.92,3952,0,swim
40.31,174.55,12.42,195,1,road trip
40.27,4.09,8.25,1195,0,ocean
40.29,31.67,26.42,13761,1,race
40.34,26.40,-27.25,24899,0,food
40.47,40.09,255.33,70502,1,family
40.40,39.32,6.58,3397,1,club
40.27,37.51,149.25,30463,1,event
40.75,20.00,12.00,28,1,obstacle course
40.00,20.00,12.00,20,1,employment office
40.22,20.00,11.67,33,1,music
40.00,20.00,12.00,20,1,music equipment
40.14,-30.00,11.92,105,0,fountain
40.36,86.67,12.08,127,1,diner
40.00,20.00,12.00,20,1,hospital supply
40.32,19.23,7.75,1070,1,garden
40.14,-46.08,1.42,4382,0,clown
40.33,51.58,11.92,185,1,circuit
40.45,-80.00,12.42,146,0,transient
40.27,-42.89,14.50,748,0,trading
40.42,-62.59,-512.83,65445,0,music
40.24,153.33,12.25,142,1,online game
40.00,20.00,12.00,20,1,pilot school
40.31,82.50,25.42,2061,1,gatcha
40.25,-27.79,6.42,607,0,tutor
40.29,470.00,12.17,34,1,lotto
40.00,20.00,12.00,20,1,car rental
39.69,-64.09,9.17,136,0,law enforcement
40.30,953.33,12.75,580,1,parade
40.19,20.00,13.50,66,1,stadium
40.00,20.00,12.00,20,1,fishery
40.11,230686.67,12.33,35951,1,rehabilitation
40.09,-80.00,13.42,86,0,toll gate
40.00,20.00,12.00,20,1,gun store
40.00,20.00,12.00,20,1,clothe store
40.30,11.80,7.25,2958,0,paint
40.00,20.00,12.00,20,1,penetentiary
40.00,20.00,12.00,20,1,souvinir shop
40.00,20.00,12.00,20,1,poultry shop
40.20,60.00,12.33,76,1,tv show
40.00,20.00,12.00,20,1,computer store
40.00,20.00,12.00,20,1,pawn shop
40.00,20.00,12.00,20,1,dance school
40.00,20.00,12.00,20,1,electric company
40.26,36.73,13.25,3191,1,zoo
40.64,20.00,12.08,20,1,vulcanize
40.24,-1.88,10.92,159,0,advertising
40.09,70.00,9.33,1069,1,journalism
40.00,20.00,12.00,20,1,love guru
40.00,20.00,12.00,20,1,drug alcohol
40.65,20.00,12.17,22,1,facial mask
40.74,20.00,11.92,51,1,spiritual music
40.22,3.33,12.17,73,0,grocery store
40.00,20.00,12.00,20,1,mask glove
40.00,20.00,12.00,20,1,greet card
40.30,153.33,12.58,29,1,online payment
40.39,495.47,16.42,1281,1,pillow
39.49,15.00,12.00,22,1,oat porridge
40.00,20.00,12.00,20,1,mask face shield
40.24,58.37,11.75,1070,1,apartment
40.00,20.00,12.00,20,1,beer music playlist
40.00,20.00,12.00,20,1,bearch resort
40.00,20.00,12.00,20,1,oats cinnamon
40.17,28.46,20.25,24012,1,oat
40.00,20.00,12.00,20,1,loan company
40.00,20.00,12.00,20,1,vend machine
40.41,15.00,12.00,40,1,diet plan
40.19,20.00,11.92,21,1,sound card
40.00,20.00,12.00,20,1,record studio
40.00,20.00,12.00,20,1,oatmeal burger steak
40.31,113.96,13.42,3776,1,visor
40.00,20.00,12.00,20,1,proccessor laptop
40.00,20.00,12.00,20,1,wase machine
40.03,15.00,12.00,26,1,grass cutter
40.00,20.00,12.00,20,1,trading application
40.00,20.00,12.00,20,1,music album cenert
40.27,17.14,9.33,274,1,marker
40.27,-5.00,9.08,19920,0,boat
40.00,20.00,12.00,20,1,drink coffee
40.00,20.00,12.00,20,1,makeup studio
40.25,85.83,-10.00,6155,0,journal
39.84,-60.00,11.58,45,0,payphone
39.54,-30.00,11.83,21,0,organ harvesting
40.32,-80.00,11.83,21,0,travel guide
40.03,15.00,12.17,182,1,food stall
40.00,20.00,12.00,20,1,radio bomb
40.00,20.00,12.00,20,1,mall alcohol moisturizer
40.00,20.00,12.00,20,1,operation drug
40.00,20.00,12.00,20,1,mall shoe
40.24,120.00,12.08,47,1,burger steak
40.60,20.00,12.00,22,1,music concert
40.00,20.00,12.00,20,1,mall establishment phone
40.05,15.00,12.00,20,1,yatch
40.00,20.00,12.00,20,1,mall online payment
40.00,20.00,12.00,20,1,car licensure helmet
40.00,20.00,12.00,20,1,online payment credit card
40.00,20.00,12.00,20,1,date site
40.00,20.00,12.00,20,1,gym beach resort
40.03,10.68,-49.75,2936,0,candy
40.00,20.00,12.00,20,1,plagiarism cheker
40.00,20.00,12.00,20,1,chicken matcha
40.00,20.00,12.00,20,1,hang garden
40.22,15.00,12.00,29,1,memorial park
40.15,139.35,18.83,1331,1,permit
40.38,-30.00,11.83,21,0,online franchisee
40.00,20.00,12.00,20,1,online franchising basketball
40.00,20.00,12.00,20,1,online datiing
40.00,20.00,12.00,20,1,sugar product
40.00,20.00,12.00,20,1,loan credit card
39.93,0.00,12.08,36,0,public market
40.00,20.00,12.00,20,1,highway checkpoint
40.00,20.00,12.00,20,1,online franchising
40.43,-70.30,-210.92,14805,0,franchise
40.00,20.00,12.00,20,1,transformation center
40.40,-49.23,7.75,564,0,perfume
40.00,20.00,12.00,20,1,cofee online class
40.00,20.00,12.00,20,1,cooking online class
40.28,20.00,12.17,26,1,chicken macaroni
40.00,20.00,12.00,20,1,blood donation hospital center
40.08,20.00,12.00,20,1,track number
40.50,70.00,12.33,28,1,music festival
40.38,15.00,12.00,22,1,periscope
40.00,20.00,12.00,20,1,company website
40.20,520.00,12.08,97,1,air conditioner
40.35,8.24,11.08,179,0,cuisine
40.29,520.00,12.42,32,1,beach resort
40.00,20.00,12.00,20,1,lugaw lasagna sisig
40.17,220.00,12.00,35,1,job application
40.31,-80.00,11.92,218,0,emergency hotline
40.46,20.00,12.25,48,1,music album
40.00,20.00,12.00,20,1,lugaw chocolate shake
40.00,20.00,12.00,20,1,face mask face shield
40.50,2420.00,11.83,303,1,coffee mug
40.42,-29.02,9.83,486,0,workshop
40.00,20.00,12.00,20,1,brand sock
40.28,15.00,12.00,26,1,milk shake
40.00,20.00,12.00,20,1,coffee donut
40.00,20.00,12.00,20,1,tablet phone
40.00,20.00,12.00,20,1,resort farm
40.65,15.00,12.08,23,1,giftcard
40.51,-46.67,11.75,116,0,fundraiser
40.00,20.00,12.00,20,1,vegetable shop
40.36,-80.00,11.25,56,0,pork belly
40.00,20.00,12.00,20,1,grocery store clothing
40.39,370.00,12.33,48,1,pepperoni
40.06,353.33,11.83,92,1,tahong
40.00,20.00,12.00,20,1,dinner recipe
40.00,20.00,12.00,20,1,video game coffee
40.00,20.00,12.00,20,1,saving and income
40.00,20.00,12.00,20,1,whiskey alcohol
40.00,20.00,12.00,20,1,food storage
40.00,20.00,12.00,20,1,bread salad soup
40.00,20.00,12.00,20,1,cake kutsinta
40.26,-30.00,10.92,155,0,sashimi
40.30,35.60,9.67,922,1,pork
40.00,20.00,12.00,20,1,garden cafe
40.00,20.00,12.00,20,1,coffee megamall
40.42,-80.00,11.92,20,0,tool set
40.59,15.00,12.00,22,1,cheese puff
40.00,20.00,12.00,20,1,ginisang ampalaya
40.00,20.00,12.00,20,1,mall parking lot
40.00,20.00,12.00,20,1,washable facemask vitamin
40.00,20.00,12.00,20,1,lomi fry rice
40.00,15.00,12.00,20,1,lumpia shanghai roll
40.44,-80.00,11.83,23,0,fresh lumpia
40.29,-76.43,10.08,213,0,healthy lifestyle
40.00,20.00,12.00,20,1,clinic medicine
40.00,20.00,12.00,20,1,flyer seminar
40.32,-22.86,11.92,41,0,food truck
40.00,20.00,12.00,20,1,blister pack vitamin
40.00,20.00,12.00,20,1,grill house
40.37,15.00,12.00,22,1,food store
40.22,-17.36,-6.67,2552,0,face shield
40.00,20.00,12.00,20,1,mall salon
40.00,20.00,12.00,20,1,road checkpoint
40.29,-76.43,10.08,213,0,healthy lifestyle
40.00,20.00,12.00,20,1,birthday balloon
40.44,53.33,11.75,40,1,study room
40.00,20.00,12.00,20,1,yemacake coffee
40.00,20.00,12.00,20,1,collagen soup
40.77,15.00,12.00,42,1,gourmet tahong
40.00,20.00,12.00,20,1,buffet cafe
40.00,20.00,12.00,20,1,food reservation
40.00,20.00,12.08,20,1,food menu
40.77,20.00,12.17,48,1,fashion hall
40.26,-78.75,-153.42,5127,0,container
40.56,-13.33,14.00,183,0,love letter
40.00,20.00,12.00,20,1,bake mac
39.99,-80.00,11.92,20,0,jigsaw puzzle
40.00,20.00,12.00,20,1,restaurant concert
40.10,-46.67,12.00,71,0,food court
40.17,0.47,9.83,1984,0,bomb
40.28,15.00,12.00,49,1,fast food restaurant
40.15,-16.36,26.08,4846,0,monitor
40.00,20.00,12.00,20,1,food district
40.00,20.00,12.00,20,1,online food order laptop speaker
40.00,20.00,12.00,20,1,healthy lifestyle program
40.22,908.39,12.50,4874,1,mirror
40.00,20.00,12.00,20,1,art work online class
40.00,20.00,12.00,20,1,chicken bbq with honey coleslaw
40.00,20.00,12.00,20,1,bread butter
40.00,20.00,12.00,20,1,roasted chicken pasta
40.97,15.00,12.00,21,1,film printing service
40.10,120.00,11.83,24,1,guillotine
39.55,15.00,12.00,35,1,house renovation
40.00,20.00,12.00,20,1,movie facemask
40.00,20.00,12.00,20,1,faemask
40.21,63.70,22.33,10297,1,gate
40.20,60.00,12.33,76,1,tv show
40.00,20.00,12.00,20,1,friend basket
40.25,-63.33,-3.25,1120,0,paso
40.08,-20.00,11.83,35,0,apple pencil
40.44,36.35,8.58,4065,1,artwork
40.00,15.00,12.00,20,1,animation studio
40.00,20.00,12.00,20,1,hotel birthday cake
40.00,20.00,12.00,20,1,bike shop loan program
40.00,20.00,12.00,20,1,bike shop load program
40.32,19.23,7.75,1070,1,garden
40.00,20.00,12.00,20,1,internet service provider router
40.00,20.00,12.00,20,1,online class online shopping
40.00,20.00,12.00,20,1,toy car gasoline
40.00,20.00,12.00,20,1,storage unit
40.61,-46.67,11.75,38,0,phone casing
40.00,20.00,12.00,20,1,resort restaurant
40.72,15.00,12.00,32,1,vintage suitcase
40.70,20.00,12.00,20,1,job offering
40.41,1120.00,12.50,116,1,smartwatch
40.24,10.00,11.33,59,0,banana bread
40.00,20.00,12.00,20,1,waste management program
40.00,20.00,12.00,20,1,business centere hotel resort
40.00,20.00,12.00,22,1,fashion shop
40.00,20.00,12.00,20,1,clothing online shopping
40.00,20.00,12.00,20,1,investment stock
40.52,120.00,11.92,27,1,memory card
40.00,20.00,12.00,20,1,electricity company
40.00,20.00,12.00,20,1,rice trading
40.38,15.00,12.25,32,1,crispy pata
40.00,20.00,12.00,20,1,music playlist grocery store
40.00,20.00,12.00,20,1,phone face shield
40.22,30.00,11.17,271,1,microphone
40.00,20.00,12.00,20,1,phone airline
40.00,20.00,12.00,20,1,vitamin online shopping
40.24,-30.00,11.50,41,0,buffalo wing
40.57,210.91,11.08,211,1,mooncake
40.00,20.00,12.00,20,1,drink beverage
40.47,220.00,12.17,31,1,sampaguita
40.00,20.00,12.00,20,1,burrito burger
40.00,20.00,12.00,20,1,eyeglass face shield
40.29,-6.92,11.50,305,0,furniture
40.00,20.00,12.00,20,1,regenarator battery
40.23,12.17,-69.50,32624,0,phone
40.00,20.00,12.00,20,1,online storage
40.95,20.00,12.08,20,1,buko pandan
40.13,15.00,12.08,20,1,fieldtrip
40.50,20.00,11.92,22,1,engagement ring
40.57,20.00,12.17,20,1,boquet
39.92,15.00,12.00,24,1,online classroom
40.00,20.00,12.00,20,1,beachfront condominium
40.00,20.00,12.00,20,1,streaming application
40.00,20.00,12.00,20,1,onle shopping
40.00,20.00,12.00,20,1,that is cream cake
40.00,20.00,12.00,20,1,franichise
40.00,20.00,12.00,20,1,beer street food
40.00,20.00,12.00,20,1,election vaccine
40.06,210.17,311.33,33277,1,cook
40.23,-49.70,9.75,130,0,chocolate cake
40.00,20.00,12.00,20,1,streed food
40.30,420.00,12.17,44,1,parlour
40.25,245.00,12.67,141,1,seatbelt
40.42,20.00,12.00,26,1,waterboard
40.18,-80.00,12.00,26,0,picture frame
40.75,15.00,12.00,71,1,online ticket
40.00,20.00,12.00,20,1,garden supermarket
40.39,83.64,11.25,129,1,headband
40.00,20.00,12.00,20,1,photocard keychain
40.18,20.00,11.50,46,1,streetfood
40.30,420.00,12.25,82,1,redbull
40.13,-30.00,11.83,21,0,puto cake
40.00,20.00,12.00,20,1,fligh simulator
40.68,-17.50,11.58,58,0,makep
40.00,20.00,12.00,20,1,artwork pencil
40.15,-16.36,26.08,4846,0,monitor
40.00,20.00,12.00,20,1,musi album
39.67,20.00,12.25,22,1,online booking
40.00,20.00,12.00,20,1,health seminar
40.18,-30.00,11.83,32,0,joint checkpoint
40.33,3.50,4.67,2483,0,bake
40.00,20.00,12.00,20,1,date online class
40.00,20.00,12.00,20,1,wbinar
40.00,20.00,12.00,20,1,flower garden
39.74,-79.72,-559.33,10894,0,pepper spray
40.17,-20.00,11.92,105,0,grocery shop
40.00,20.00,12.00,20,1,clean tool
40.28,15.00,12.17,23,1,wireless mouse
40.00,20.00,12.00,20,1,foor recipe
40.00,20.00,12.00,20,1,peanut garlic
40.00,20.00,12.00,20,1,breakfast menu
40.00,20.00,12.00,20,1,internet service provicer
40.23,105.71,13.25,1419,1,bluetooth
40.00,20.00,12.00,20,1,machine shop
40.00,20.00,12.00,20,1,machine shop
40.00,20.00,12.00,20,1,cash coverter
40.00,20.00,12.00,20,1,macbook phone
40.29,20.00,12.00,21,1,yacht club
40.36,-80.00,10.83,56,0,carnival
40.00,20.00,12.00,20,1,movie clothing
40.23,-18.24,10.33,453,0,umbrella
40.00,20.00,12.00,20,1,peanug butter
40.00,20.00,12.00,20,1,flash drive online class
40.22,15.00,12.00,29,1,memorial park
40.00,20.00,12.00,20,1,skincare produt
40.16,42.50,10.75,705,1,scholarship
40.24,20.00,12.25,24,1,fish cake
40.00,20.00,12.00,20,1,fish chip
40.78,-30.00,11.83,22,0,record player
40.42,53.33,12.75,448,1,sunglass
39.95,20.00,11.67,24,1,fishing boat
40.64,15.00,12.00,43,1,sanitiser
40.39,-24.00,12.00,1840,0,taco
40.35,-80.00,11.67,248,0,health center
39.90,15.00,12.08,20,1,betadine
40.00,20.00,12.00,20,1,storage container
39.29,20.00,12.42,28,1,pain killer
40.02,19.54,8.83,2112,1,ointment
40.00,20.00,12.00,20,1,saving investmet
40.00,20.00,12.00,20,1,figure store
40.00,20.00,12.00,20,1,pimple remover
40.00,20.00,12.00,20,1,love candle flower shop
40.00,20.00,12.00,20,1,forest preservation
40.00,20.00,12.00,20,1,face mask face shield
40.00,20.00,12.00,20,1,phone sticker
40.11,120.00,12.83,69,1,stock market
40.50,15.00,12.00,23,1,mangosteen
40.31,-20.00,11.42,234,0,stok
39.98,42.92,12.92,673,1,spam
40.05,20.00,12.33,86,1,drive through
40.00,20.00,12.00,20,1,garden capiz ball
40.15,10.00,21.17,1730,0,slide
40.24,-10.65,-151.67,19761,0,isp
40.29,-6.92,11.50,305,0,furniture
40.09,286.67,12.42,322,1,replica
40.31,220.00,12.33,32,1,each resort
40.19,26.25,11.42,436,1,hotdog
40.00,20.00,12.00,20,1,online lass
40.00,20.00,12.00,20,1,voice recorder
40.00,20.00,12.00,20,1,food gathering
40.00,20.00,12.00,20,1,glass online shopping
40.00,20.00,12.00,20,1,online shopping online payment
40.35,-80.00,9.00,196,0,art shop
40.00,20.00,12.00,20,1,clothing pillow
40.23,19.79,11.67,30156,1,earing
40.38,25.86,-42.50,15822,0,eare
40.07,20.00,12.00,20,1,cornick
40.56,220.00,11.92,82,1,garlic chicken
40.00,20.00,12.00,20,1,garden greenhouse
40.36,28.33,12.08,274,1,video game
40.00,20.00,12.00,20,1,beahc resort
40.00,20.00,12.00,20,1,beef store
40.48,15.00,12.00,28,1,gas mask
40.59,15.00,12.00,22,1,oxymeter
40.31,-40.00,11.75,54,0,health service
40.00,20.00,12.00,20,1,radio seminar
40.00,20.00,12.00,20,1,gaming chair laptop
40.36,15.00,12.42,32,1,chocolate milk
40.00,20.00,12.00,20,1,online class photography
40.00,20.00,12.00,20,1,beach club
40.00,20.00,12.00,20,1,facemask seminar
40.38,75.56,12.83,92,1,lantern
40.00,20.00,12.00,20,1,moisturizer facemask
40.15,120.00,11.92,39,1,orchard
40.30,186.67,12.17,45,1,cocaine
40.45,-37.14,11.67,50,0,photo album
40.00,20.00,12.00,20,1,online class phone
40.02,20.00,12.00,25,1,paper towel
40.00,20.00,12.00,20,1,online booking massage center
40.00,20.00,12.00,20,1,blanket chocolate
40.00,20.00,12.00,20,1,food reipe
40.88,15.00,12.00,299,1,birthday song
40.16,320.00,12.08,75,1,ringtone
40.76,320.00,12.00,23,1,graduation gift
40.00,20.00,12.08,21,1,paddleboard
40.09,120.00,11.92,23,1,internet service provide
39.88,-57.87,-322.92,57768,0,tire
40.18,-8.57,11.75,45,0,mattress
40.00,20.00,12.00,20,1,restaurant cafe
40.36,15.00,12.00,47,1,fortune cookie
